,market,start,base_price,end,last_price,increase,pump_length,date_listing,pump_to_listing
493,HBARBTC,2021-01-07,1.004e-06,2021-01-21,3.03e-06,2.017928286852589,14 days,2019-09-29,466 days
494,HBARBTC,2021-02-23,2.502e-06,2021-03-15,7.24e-06,1.8936850519584334,20 days,2019-09-29,513 days
495,HBARUSDT,2020-01-23,0.010482,2020-02-12,0.06851,5.535966418622401,20 days,2019-09-29,116 days
496,HBARUSDT,2020-12-27,0.03202,2021-01-20,0.10057,2.140849469081824,24 days,2019-09-29,455 days
497,HBARUSDT,2021-02-28,0.117764,2021-03-15,0.40195,2.413182296796984,15 days,2019-09-29,518 days
498,HBARUSDT,2021-08-30,0.25186,2021-09-15,0.505,1.0050821885174306,16 days,2019-09-29,701 days
499,HIFIUSDT,2023-09-01,0.41386,2023-09-16,2.322,4.610592954139081,15 days,2023-01-12,232 days
500,HIGHBTC,2023-01-21,4.9708e-05,2023-02-07,0.00018861,2.7943590568922505,17 days,2021-12-17,400 days
501,HIGHUSDT,2022-03-13,3.688,2022-03-30,7.83,1.123101952277657,17 days,2021-12-17,86 days
502,HIGHUSDT,2023-01-15,1.051,2023-02-07,4.384,3.1712654614652713,23 days,2021-12-17,394 days
503,HIVEBTC,2021-03-09,6.026e-06,2021-04-02,1.441e-05,1.391304347826087,24 days,2020-04-27,316 days
504,HIVEBTC,2021-11-09,1.2288e-05,2021-11-29,5.105e-05,3.1544596354166665,20 days,2020-04-27,561 days
505,HIVEUSDT,2021-01-27,0.1377,2021-04-02,0.8502,5.174291938997821,65 days,2020-04-27,275 days
506,HIVEUSDT,2021-11-10,0.8126800000000001,2021-11-29,2.9496,2.6294728552443765,19 days,2020-04-27,562 days
507,HOOKBTC,2023-01-18,7.4764e-05,2023-02-07,0.00016523,1.210020865657268,20 days,2022-12-01,48 days
508,HOOKUSDT,2023-01-07,1.3127600000000001,2023-02-07,3.8455,1.929324476675096,31 days,2022-12-01,37 days
509,HOTUSDT,2019-05-09,0.0011781,2019-05-29,0.0024126,1.0478736949325183,20 days,2019-02-18,80 days
510,HOTUSDT,2021-01-27,0.0006654800000000001,2021-02-21,0.00378,4.680110596862415,25 days,2019-02-18,709 days
511,HOTUSDT,2021-02-28,0.0025519600000000003,2021-04-05,0.0285997,10.206954654461667,36 days,2019-02-18,741 days
512,ICPBTC,2023-12-06,0.00011648,2024-01-03,0.0003363,1.887190934065934,28 days,2021-05-11,939 days
513,ICPUSDT,2023-12-01,4.7606,2024-01-03,14.398,2.0244086879805065,33 days,2021-05-11,934 days
514,ICXBTC,2017-12-18,0.0001277,2018-01-09,0.0008458,5.623335943617854,22 days,2017-12-18,0 days
515,ICXBTC,2020-01-19,1.7136e-05,2020-02-04,5.539e-05,2.232376283846872,16 days,2017-12-18,762 days
516,ICXBTC,2021-02-08,2.0368e-05,2021-02-18,4.4e-05,1.1602513747054204,10 days,2017-12-18,1148 days
517,ICXUSDT,2020-01-16,0.14751999999999998,2020-02-04,0.5091,2.4510574837310197,19 days,2018-06-13,582 days
518,ICXUSDT,2020-12-23,0.38742,2021-02-19,2.2766,4.876309947860204,58 days,2018-06-13,924 days
519,IDEXBTC,2021-01-14,9.14e-07,2021-02-02,2.12e-06,1.3194748358862145,19 days,2020-08-22,145 days
520,IDEXBTC,2021-02-25,1.114e-06,2021-03-29,3.18e-06,1.8545780969479355,32 days,2020-08-22,187 days
521,IDEXBTC,2021-09-03,1.29e-06,2021-09-11,1.525e-05,10.82170542635659,8 days,2020-08-22,377 days
522,IDEXBTC,2022-05-12,1.676e-06,2022-05-17,3.98e-06,1.3747016706443917,5 days,2020-08-22,628 days
523,IDEXBTC,2023-04-11,1.844e-06,2023-05-03,4.15e-06,1.2505422993492408,22 days,2020-08-22,962 days
524,IDEXUSDT,2022-01-30,0.116634,2022-02-02,0.26703,1.2894696229229896,3 days,2021-09-09,143 days
525,IDEXUSDT,2023-04-20,0.054278,2023-05-03,0.12041,1.2183941928589852,13 days,2021-09-09,588 days
526,IDBTC,2023-04-11,1.5386e-05,2023-04-17,3.177e-05,1.0648641622253996,6 days,2023-03-22,20 days
527,IDBTC,2024-02-04,6.5e-06,2024-02-10,1.351e-05,1.0784615384615386,6 days,2023-03-22,319 days
528,IDUSDT,2023-04-08,0.445116,2023-04-17,0.9352,1.1010253506950998,9 days,2023-03-22,17 days
529,IDUSDT,2024-01-25,0.270682,2024-02-10,0.64474,1.3819093992212266,16 days,2023-03-22,309 days
530,ILVUSDT,2023-10-21,41.464,2023-11-26,117.13,1.8248601196218406,36 days,2021-09-22,759 days
531,IMXBTC,2023-10-27,1.8992e-05,2023-11-23,3.811e-05,1.0066343723673126,27 days,2022-01-10,655 days
532,IMXUSDT,2023-10-27,0.6577999999999999,2023-12-27,2.494,2.7914259653390094,61 days,2022-01-10,655 days
533,INJBTC,2020-11-30,6.2054e-05,2020-12-24,0.0001935,2.118251845167112,24 days,2020-10-21,40 days
534,INJBTC,2021-01-02,0.000115022,2021-02-04,0.00034589,2.0071638469162423,33 days,2020-10-21,73 days
535,INJBTC,2023-01-18,7.264e-05,2023-02-18,0.0001793,1.4683370044052864,31 days,2020-10-21,819 days
536,INJBTC,2023-12-06,0.00039472,2023-12-25,0.0009946,1.5197608431293068,19 days,2020-10-21,1141 days
537,INJUSDT,2020-11-03,0.70666,2020-11-16,1.6029,1.2682761158124134,13 days,2020-10-21,13 days
538,INJUSDT,2020-11-26,1.1087200000000001,2020-12-27,4.8049,3.333736200303052,31 days,2020-10-21,36 days
539,INJUSDT,2021-01-02,4.061599999999999,2021-02-19,16.9704,3.1782548749261386,48 days,2020-10-21,73 days
540,INJUSDT,2023-01-18,1.5302,2023-02-18,4.421,1.8891648150568556,31 days,2020-10-21,819 days
541,INJUSDT,2023-03-27,3.8882000000000003,2023-04-16,9.309,1.3941669667198187,20 days,2020-10-21,887 days
542,INJUSDT,2023-10-12,7.3526,2023-11-10,18.037,1.4531458259663248,29 days,2020-10-21,1086 days
543,INJUSDT,2023-11-28,16.785,2023-12-25,43.35,1.5826630920464702,27 days,2020-10-21,1133 days
544,IOSTBTC,2018-03-18,2.108e-06,2018-05-10,7.64e-06,2.624288425047438,53 days,2018-01-24,53 days
545,IOSTBTC,2021-01-05,1.6e-07,2021-01-15,6.7e-07,3.1875,10 days,2018-01-24,1077 days
546,IOSTBTC,2021-02-08,4.48e-07,2021-02-23,1.13e-06,1.5223214285714286,15 days,2018-01-24,1111 days
547,IOSTBTC,2021-08-21,7.86e-07,2021-09-09,1.72e-06,1.1882951653944023,19 days,2018-01-24,1305 days
548,IOSTUSDT,2021-01-02,0.0056942,2021-01-15,0.024766,3.3493379227986373,13 days,2019-03-22,652 days
549,IOSTUSDT,2021-01-31,0.0160784,2021-02-22,0.059897,2.7253084884068066,22 days,2019-03-22,681 days
550,IOSTUSDT,2021-08-18,0.0309012,2021-09-09,0.07978,1.5817767594785963,22 days,2019-03-22,880 days
551,IOTABTC,2017-11-05,5.0892e-05,2017-12-05,0.0003312,5.507899080405564,30 days,2017-09-30,36 days
552,IOTABTC,2021-02-04,1.203e-05,2021-02-18,2.897e-05,1.4081463009143804,14 days,2017-09-30,1223 days
553,IOTAUSDT,2021-01-27,0.40543999999999997,2021-02-18,1.4956,2.6888318863456986,22 days,2018-05-31,972 days
554,IOTAUSDT,2021-08-30,0.97926,2021-09-04,1.9835,1.0255090578600168,5 days,2018-05-31,1187 days
555,IOTXBTC,2020-05-09,2.84e-07,2020-05-24,6.8e-07,1.3943661971830983,15 days,2018-06-01,708 days
556,IOTXBTC,2021-07-27,4.839999999999999e-07,2021-08-12,2.52e-06,4.206611570247935,16 days,2018-06-01,1152 days
557,IOTXBTC,2021-10-27,1.052e-06,2021-11-21,3.72e-06,2.536121673003802,25 days,2018-06-01,1244 days
558,IOTXUSDT,2020-05-11,0.0025382,2020-05-29,0.006144,1.420613032857931,18 days,2019-11-14,179 days
559,IOTXUSDT,2021-01-13,0.0074852,2021-02-12,0.029268,2.910115962165339,30 days,2019-11-14,426 days
560,IOTXUSDT,2021-02-26,0.0209032,2021-03-14,0.0493,1.3584905660377355,16 days,2019-11-14,470 days
561,IOTXUSDT,2021-07-26,0.0192128,2021-08-12,0.111779,4.817944287141906,17 days,2019-11-14,620 days
562,IOTXUSDT,2021-10-27,0.064088,2021-11-10,0.23679,2.694763450255898,14 days,2019-11-14,713 days
563,IOTXUSDT,2023-11-21,0.02401,2023-12-20,0.06058,1.5231153685964183,29 days,2019-11-14,1468 days
564,IRISBTC,2020-07-27,4.374e-06,2020-08-12,1.23e-05,1.8120713305898495,16 days,2020-07-21,6 days
565,IRISBTC,2021-03-02,2.106e-06,2021-03-18,4.23e-06,1.0085470085470087,16 days,2020-07-21,224 days
566,IRISUSDT,2021-01-30,0.06387,2021-02-16,0.15161,1.3737278847659309,17 days,2020-08-11,172 days
567,IRISUSDT,2021-02-25,0.099928,2021-03-18,0.24385,1.4402569850292208,21 days,2020-08-11,198 days
568,JASMYUSDT,2022-03-08,0.01172,2022-03-23,0.0443,2.7798634812286687,15 days,2021-11-22,106 days
569,JOEBTC,2023-03-16,8.618e-06,2023-04-17,2.287e-05,1.6537479693664425,32 days,2021-12-28,443 days
570,JOEUSDT,2023-03-11,0.20824,2023-04-18,0.6826,2.2779485209373798,38 days,2021-12-28,438 days
571,JSTBTC,2021-03-12,1.018e-06,2021-04-04,2.92e-06,1.868369351669941,23 days,2020-08-11,213 days
572,JSTUSDT,2021-01-27,0.029926,2021-02-19,0.06681,1.2325068502305685,23 days,2020-08-11,169 days
573,JSTUSDT,2021-03-03,0.055015999999999995,2021-04-15,0.17741,2.2246982695943003,43 days,2020-08-11,204 days
574,KAVABTC,2020-05-11,5.2882e-05,2020-07-19,0.00031443,4.945879505313718,69 days,2019-10-25,199 days
575,KAVABTC,2020-07-27,0.000207936,2020-08-16,0.00042818,1.0591912896275777,20 days,2019-10-25,276 days
576,KAVAUSDT,2020-05-11,0.46708,2020-06-09,1.1456,1.4526847649224972,29 days,2019-10-25,199 days
577,KAVAUSDT,2020-06-28,1.13056,2020-08-16,5.0935,3.505289414095669,49 days,2019-10-25,247 days
578,KAVAUSDT,2021-01-27,2.17106,2021-02-13,5.2729,1.428721454036277,17 days,2019-10-25,460 days
579,KDABTC,2023-12-15,1.6329999999999998e-05,2023-12-27,3.29e-05,1.0146968769136562,12 days,2022-03-11,644 days
580,KDAUSDT,2023-12-15,0.6852,2023-12-27,1.427,1.0826036193812025,12 days,2022-03-11,644 days
581,KEYUSDT,2020-08-02,0.0014072,2020-08-26,0.006375,3.5302728823194998,24 days,2019-08-27,341 days
582,KEYUSDT,2021-01-21,0.0024158,2021-02-22,0.012609,4.219389022270055,32 days,2019-08-27,513 days
583,KEYUSDT,2021-03-04,0.0072434,2021-04-04,0.027002,2.7278073832730487,31 days,2019-08-27,555 days
584,KEYUSDT,2023-05-11,0.0046276,2023-06-01,0.009902,1.139770075200968,21 days,2019-08-27,1353 days
585,KLAYBTC,2022-10-20,7.182e-06,2022-10-29,1.528e-05,1.1275410749094958,9 days,2021-06-24,483 days
586,KLAYUSDT,2022-10-20,0.13777999999999999,2022-10-29,0.318,1.3080272898824215,9 days,2021-06-24,483 days
587,KMDBTC,2017-12-10,0.00020056,2017-12-22,0.0008486,3.2311527722377344,12 days,2017-11-07,33 days
588,KMDBTC,2019-10-26,5.894e-05,2019-11-17,0.0001213,1.0580251102816423,22 days,2017-11-07,718 days
589,KMDBTC,2021-03-14,2.504e-05,2021-04-08,8.16e-05,2.258785942492013,25 days,2017-11-07,1223 days
590,KMDUSDT,2021-01-29,0.6530199999999999,2021-02-21,1.6345,1.5029861259992041,23 days,2020-08-11,171 days
591,KMDUSDT,2021-03-15,1.4931,2021-04-08,4.7382,2.1733976290938313,24 days,2020-08-11,216 days
592,KNCBTC,2017-12-07,7.617399999999999e-05,2018-01-09,0.00037217,3.8857878016120995,33 days,2017-09-26,72 days
593,KNCBTC,2019-02-24,3.8564e-05,2019-03-09,9.07e-05,1.3519344466341665,13 days,2017-09-26,516 days
594,KNCBTC,2020-02-09,3.5684e-05,2020-03-11,0.00010028,1.8102230691626497,31 days,2017-09-26,866 days
595,KNCBTC,2022-04-05,6.950399999999999e-05,2022-04-27,0.00014185,1.0408897329650095,22 days,2017-09-26,1652 days
596,KP3RUSDT,2021-12-14,626.75,2022-01-16,1865.06,1.9757638611886716,33 days,2021-11-12,32 days
597,KSMUSDT,2020-12-23,48.4188,2021-03-29,546.901,10.295220038497444,96 days,2020-09-04,110 days
598,KSMUSDT,2023-12-15,28.874,2023-12-25,58.54,1.0274295213687055,10 days,2020-09-04,1197 days
599,LAZIOBTC,2022-08-09,0.000133912,2022-09-08,0.000397,1.9646334906505762,30 days,2021-10-21,292 days
600,LAZIOBTC,2022-10-29,0.000202506,2022-11-15,0.00050852,1.5111354725292094,17 days,2021-10-21,373 days
601,LAZIOUSDT,2022-08-09,3.2043600000000003,2022-09-02,7.9584,1.4836160731004004,24 days,2021-10-21,292 days
602,LAZIOUSDT,2022-10-22,4.09274,2022-11-15,8.5882,1.0983986278141296,24 days,2021-10-21,366 days
603,LDOBTC,2022-06-30,2.3856e-05,2022-08-13,0.00012038,4.046109993293092,44 days,2022-05-09,52 days
604,LDOBTC,2022-12-23,5.676e-05,2023-01-08,0.00011497,1.0255461592670896,16 days,2022-05-09,228 days
605,LDOUSDT,2022-06-30,0.4586,2022-08-13,2.941,5.412996075010902,44 days,2022-05-09,52 days
606,LDOUSDT,2022-12-23,0.9488,2023-02-27,3.268,2.4443507588532882,66 days,2022-05-09,228 days
607,LEVERUSDT,2022-11-09,0.0010040000000000001,2022-12-14,0.003903,2.8874501992031867,35 days,2022-07-13,119 days
608,LEVERUSDT,2023-09-12,0.0012408,2023-10-02,0.002986,1.4065119277885234,20 days,2022-07-13,426 days
609,LINABTC,2023-05-15,3.74e-07,2023-06-01,8.7e-07,1.3262032085561497,17 days,2021-03-18,788 days
610,LINAUSDT,2021-07-20,0.02832,2021-08-19,0.0685,1.4187853107344635,30 days,2021-03-18,124 days
611,LINAUSDT,2023-05-14,0.0097804,2023-06-01,0.023217,1.3738292912355325,18 days,2021-03-18,787 days
612,LINKBTC,2017-12-12,1.5034e-05,2018-01-20,9.82e-05,5.531861114806438,39 days,2017-09-28,75 days
613,LINKBTC,2019-06-03,0.000113276,2019-07-02,0.00034547,2.049807549701614,29 days,2017-09-28,613 days
614,LINKBTC,2020-07-29,0.000651072,2020-08-15,0.00162075,1.4893560159245058,17 days,2017-09-28,1035 days
615,LINKUSDT,2019-04-29,0.44216,2019-05-23,1.3392,2.0287678668355347,24 days,2019-01-16,103 days
616,LINKUSDT,2019-06-04,0.9224,2019-07-02,3.7453,3.060385949696444,28 days,2019-01-16,139 days
617,LINKUSDT,2020-07-29,7.15332,2020-08-15,19.2285,1.6880525406384728,17 days,2019-01-16,560 days
618,LINKUSDT,2020-12-23,11.0831,2021-02-19,34.6846,2.1295034782687154,58 days,2019-01-16,707 days
619,LINKUSDT,2023-10-12,7.2752,2023-11-11,16.477,1.2648174620628987,30 days,2019-01-16,1730 days
620,LITBTC,2022-05-27,1.8478e-05,2022-06-22,5.582e-05,2.0208897066782114,26 days,2021-02-04,477 days
621,LITUSDT,2022-05-27,0.5374,2022-06-22,1.117,1.0785262374395237,26 days,2021-02-04,477 days
622,LOKABTC,2022-03-09,3.9903999999999996e-05,2022-03-30,9.069e-05,1.272704490777867,21 days,2022-01-20,48 days
623,LOKAUSDT,2022-03-10,1.5789,2022-03-30,4.277,1.70884793210463,20 days,2022-01-20,49 days
624,LPTBTC,2021-10-27,0.00038742,2021-11-10,0.0011498,1.9678385215012135,14 days,2021-05-28,152 days
625,LPTBTC,2023-08-04,0.00013506,2023-09-04,0.000305,1.2582555901081,31 days,2021-05-28,798 days
626,LPTBTC,2024-02-14,0.00015358,2024-02-17,0.0003471,1.2600599036332853,3 days,2021-05-28,992 days
627,LPTUSDT,2021-10-27,23.436,2021-11-10,74.62,2.1839904420549585,14 days,2021-05-28,152 days
628,LPTUSDT,2023-08-04,3.938,2023-08-27,7.95,1.0187912646013206,23 days,2021-05-28,798 days
629,LRCBTC,2017-12-07,1.259e-05,2018-01-09,0.0001536,11.200158856235108,33 days,2017-09-01,97 days
630,LRCBTC,2018-04-02,5.3334e-05,2018-04-29,0.00010695,1.005287433907076,27 days,2017-09-01,213 days
631,LRCBTC,2019-01-10,1.0828e-05,2019-01-22,2.887e-05,1.6662356852604359,12 days,2017-09-01,496 days
632,LRCBTC,2020-05-20,4.34e-06,2020-06-10,1.097e-05,1.5276497695852536,21 days,2017-09-01,992 days
633,LRCBTC,2021-01-02,5.796e-06,2021-01-05,1.442e-05,1.4879227053140094,3 days,2017-09-01,1219 days
634,LRCBTC,2021-10-27,6.614e-06,2021-11-24,5.973e-05,8.03084366495313,28 days,2017-09-01,1517 days
635,LRCUSDT,2020-12-23,0.150634,2021-01-05,0.49098,2.2594235033259427,13 days,2020-06-12,194 days
636,LRCUSDT,2021-01-27,0.401296,2021-02-13,0.82927,1.0664796060763126,17 days,2020-06-12,229 days
637,LRCUSDT,2021-10-27,0.41450000000000004,2021-11-24,3.4129,7.233775633293124,28 days,2020-06-12,502 days
638,LSKBTC,2017-12-07,0.00051284,2018-01-12,0.0021097,3.113758677170267,36 days,2017-11-22,15 days
639,LSKBTC,2020-01-21,8.506e-05,2020-02-10,0.0002107,1.4770750058782036,20 days,2017-11-22,790 days
640,LSKBTC,2021-02-08,3.84e-05,2021-02-14,7.86e-05,1.046875,6 days,2017-11-22,1174 days
641,LSKBTC,2021-04-24,7.931999999999999e-05,2021-05-11,0.0001642,1.0700958144225923,17 days,2017-11-22,1249 days
642,LSKUSDT,2021-01-27,1.31872,2021-02-19,3.872,1.9361805387041982,23 days,2020-02-06,356 days
643,LSKUSDT,2021-04-24,3.949,2021-05-11,9.3105,1.3576854899974677,17 days,2020-02-06,443 days
644,LTCBTC,2017-12-07,0.0072874,2017-12-19,0.0196,1.6895737848889865,12 days,2017-07-14,146 days
645,LTCUSDT,2020-12-11,75.488,2021-01-09,177.26,1.3481877914370495,29 days,2017-12-13,1094 days
646,LTOBTC,2021-10-29,4.524e-06,2021-11-16,1.106e-05,1.4447391688771,18 days,2020-02-07,630 days
647,LTOUSDT,2020-11-12,0.0741,2020-11-29,0.15408,1.0793522267206477,17 days,2020-02-07,279 days
648,LTOUSDT,2020-12-23,0.10209800000000001,2021-01-18,0.25708,1.5179729279711645,26 days,2020-02-07,320 days
649,LTOUSDT,2021-01-31,0.198186,2021-02-13,0.39832,1.0098291503940742,13 days,2020-02-07,359 days
650,LTOUSDT,2021-02-25,0.288038,2021-04-06,0.89268,2.0991744144869773,40 days,2020-02-07,384 days
651,LTOUSDT,2021-07-20,0.148914,2021-08-13,0.32035,1.1512416562579746,24 days,2020-02-07,529 days
652,LTOUSDT,2021-10-29,0.28334,2021-11-14,0.698,1.4634714477306416,16 days,2020-02-07,630 days
653,LUNAUSDT,2021-01-12,0.7731,2021-03-21,21.9,27.327512611563833,68 days,2020-08-21,144 days
654,LUNAUSDT,2021-07-20,6.175199999999999,2021-09-10,43.35,6.02001554605519,52 days,2020-08-21,333 days
655,LUNAUSDT,2022-02-20,50.184,2022-03-10,101.16,1.0157819225251077,18 days,2020-08-21,548 days
656,LUNAUSDT,2022-08-28,1.6149,2022-09-10,6.4206,2.9758498978264907,13 days,2020-08-21,737 days
657,LUNCUSDT,2023-11-21,7.383e-05,2023-12-04,0.00025754,2.48828389543546,13 days,2022-09-09,438 days
658,MAGICBTC,2023-01-07,3.004e-05,2023-02-07,9.153e-05,2.0469374167776295,31 days,2022-12-12,26 days
659,MAGICUSDT,2023-01-06,0.48725999999999997,2023-02-07,2.1242,3.3594795386446665,32 days,2022-12-12,25 days
660,MANABTC,2017-12-01,1.53e-06,2017-12-14,7.83e-06,4.117647058823529,13 days,2017-11-24,7 days
661,MANABTC,2017-12-27,5.756e-06,2018-01-09,1.701e-05,1.955177206393329,13 days,2017-11-24,33 days
662,MANABTC,2020-07-27,3.91e-06,2020-08-08,8.74e-06,1.2352941176470587,12 days,2017-11-24,976 days
663,MANABTC,2021-01-11,2.802e-06,2021-02-13,7.34e-06,1.6195574589578872,33 days,2017-11-24,1144 days
664,MANABTC,2021-02-23,5.006e-06,2021-03-28,2.049e-05,3.0930882940471434,33 days,2017-11-24,1187 days
665,MANABTC,2021-10-19,1.2148e-05,2021-10-30,5.809e-05,3.781857095818242,11 days,2017-11-24,1425 days
666,MANABTC,2021-11-09,3.8972e-05,2021-11-24,9.035e-05,1.3183311095145234,15 days,2017-11-24,1446 days
667,MANAUSDT,2020-12-31,0.07844,2021-02-13,0.34594,3.410249872514024,44 days,2020-08-06,147 days
668,MANAUSDT,2021-02-23,0.241034,2021-03-28,1.14178,3.737008056954621,33 days,2020-08-06,201 days
669,MANAUSDT,2021-10-18,0.75718,2021-10-30,3.588,3.7386354631659584,12 days,2020-08-06,438 days
670,MANAUSDT,2021-11-10,2.56448,2021-11-25,5.1914,1.0243480159720488,15 days,2020-08-06,461 days
671,MANAUSDT,2022-12-30,0.2989,2023-02-07,0.8083,1.7042489126798264,39 days,2020-08-06,876 days
672,MASKUSDT,2021-07-20,3.254,2021-08-07,7.674,1.3583282114320836,18 days,2021-05-25,56 days
673,MASKUSDT,2021-08-18,6.3134,2021-08-25,17.868,1.8301707479329679,7 days,2021-05-25,85 days
674,MASKUSDT,2022-10-20,1.025,2022-11-03,5.312,4.182439024390245,14 days,2021-05-25,513 days
675,MASKUSDT,2023-03-11,2.8850000000000002,2023-03-29,6.77,1.3466204506065855,18 days,2021-05-25,655 days
676,MATICBTC,2019-05-09,5.68e-07,2019-05-21,3.74e-06,5.584507042253522,12 days,2019-04-26,13 days
677,MATICBTC,2019-11-15,1.668e-06,2019-12-08,5.51e-06,2.303357314148681,23 days,2019-04-26,203 days
678,MATICBTC,2021-01-12,8.179999999999999e-07,2021-03-12,7.22e-06,7.826405867970662,59 days,2019-04-26,627 days
679,MATICBTC,2021-04-19,6.006e-06,2021-05-18,5.699e-05,8.488844488844489,29 days,2019-04-26,724 days
680,MATICUSDT,2019-05-09,0.003342,2019-05-21,0.02953,7.836026331538001,12 days,2019-04-26,13 days
681,MATICUSDT,2019-11-15,0.014034000000000001,2019-12-08,0.0415,1.9571041755736067,23 days,2019-04-26,203 days
682,MATICUSDT,2020-12-23,0.016494,2021-03-13,0.42474,24.751182248090213,80 days,2019-04-26,607 days
683,MATICUSDT,2021-04-19,0.345078,2021-05-18,2.44124,6.074458528216809,29 days,2019-04-26,724 days
684,MATICUSDT,2022-07-01,0.46958,2022-07-18,0.9583,1.040759827931343,17 days,2019-04-26,1162 days
685,MBLUSDT,2020-05-11,0.0012018,2020-05-26,0.002502,1.0818771842236643,15 days,2020-02-21,80 days
686,MBLUSDT,2021-01-31,0.0015804,2021-02-21,0.004172,1.63983801569223,21 days,2020-02-21,345 days
687,MBLUSDT,2021-02-25,0.0029234,2021-04-02,0.034701,10.870082780324282,36 days,2020-02-21,370 days
688,MBLUSDT,2021-06-22,0.0038844,2021-07-06,0.008525,1.194676140459273,14 days,2020-02-21,487 days
689,MBLUSDT,2022-02-21,0.0052966,2022-03-21,0.019686,2.716723936109957,28 days,2020-02-21,731 days
690,MBLUSDT,2022-07-01,0.0025147999999999998,2022-07-19,0.005824,1.3158899316048993,18 days,2020-02-21,861 days
691,MBOXBTC,2021-11-09,6.148199999999999e-05,2021-11-30,0.00022216,2.613415308545591,21 days,2021-08-19,82 days
692,MBOXUSDT,2021-11-10,4.103000000000001,2021-11-30,12.646,2.0821350231537896,20 days,2021-08-19,83 days
693,MDTBTC,2021-11-10,7.14e-07,2021-12-25,3.05e-06,3.2717086834733897,45 days,2020-06-05,523 days
694,MDTBTC,2023-01-22,1.144e-06,2023-02-07,2.99e-06,1.6136363636363638,16 days,2020-06-05,961 days
695,MDTBTC,2023-11-21,1.284e-06,2023-11-28,2.67e-06,1.0794392523364487,7 days,2020-06-05,1264 days
696,MDTUSDT,2021-01-27,0.020274,2021-02-21,0.05956,1.9377527868205584,25 days,2020-06-05,236 days
697,MDTUSDT,2021-02-26,0.042696,2021-03-17,0.09951,1.3306632939853853,19 days,2020-06-05,266 days
698,MDTUSDT,2021-08-03,0.026216,2021-08-29,0.053,1.0216661580714068,26 days,2020-06-05,424 days
699,MDTUSDT,2021-11-27,0.056854,2021-12-25,0.1544,1.7157280050656067,28 days,2020-06-05,540 days
700,MDTUSDT,2023-01-24,0.026008,2023-02-07,0.06954,1.6737926791756383,14 days,2020-06-05,963 days
701,MDTUSDT,2023-11-21,0.046880000000000005,2023-11-28,0.10083,1.1508105802047779,7 days,2020-06-05,1264 days
702,MDXBTC,2022-10-05,3.076e-06,2022-10-17,1.03e-05,2.3485045513654095,12 days,2021-05-24,499 days
703,MDXUSDT,2022-10-02,0.0613,2022-10-17,0.2016,2.2887438825448614,15 days,2021-05-24,496 days
704,MINABTC,2021-08-26,5.928e-05,2021-09-14,0.00013075,1.2056342780026992,19 days,2021-08-10,16 days
705,MINABTC,2023-01-24,2.4868e-05,2023-02-11,5.17e-05,1.0789769985523565,18 days,2021-08-10,532 days
706,MINAUSDT,2021-08-26,2.899,2021-09-14,6.158,1.1241807519834426,19 days,2021-08-10,16 days
707,MINAUSDT,2022-03-13,1.6526,2022-04-07,3.46,1.0936705796926054,25 days,2021-08-10,215 days
708,MINAUSDT,2023-01-18,0.5372,2023-02-15,1.193,1.2207743857036486,28 days,2021-08-10,526 days
709,MINAUSDT,2023-12-18,0.7433000000000001,2024-01-01,1.5578,1.0957890488362705,14 days,2021-08-10,860 days
710,MKRBTC,2021-01-02,0.0198974,2021-02-05,0.07008,2.522068209916874,34 days,2020-07-23,163 days
711,MKRBTC,2021-04-10,0.0378046,2021-05-18,0.108616,1.873089518206779,38 days,2020-07-23,261 days
712,MKRUSDT,2020-12-23,529.9,2021-01-14,1608.32,2.0351387054161165,22 days,2020-07-23,153 days
713,MKRUSDT,2021-01-21,1343.584,2021-02-12,2736.73,1.0368879057803606,22 days,2020-07-23,182 days
714,MKRUSDT,2021-04-07,2214.102,2021-05-03,5981.71,1.7016415684552926,26 days,2020-07-23,258 days
715,MOBBTC,2022-11-14,3.472e-05,2022-11-29,8.692e-05,1.5034562211981568,15 days,2022-04-29,199 days
716,MOBUSDT,2022-11-21,0.571,2022-11-29,1.429,1.502626970227671,8 days,2022-04-29,206 days
717,MOVRBTC,2023-12-19,0.00015254,2023-12-24,0.0007744,4.07670119312967,5 days,2021-11-08,771 days
718,MOVRUSDT,2023-12-19,6.541399999999999,2023-12-24,33.179,4.07215580762528,5 days,2021-11-08,771 days
719,MTLBTC,2017-12-10,0.0003104,2018-01-04,0.000768,1.4742268041237114,25 days,2017-10-09,62 days
720,MTLBTC,2019-09-24,2.8250000000000002e-05,2019-10-03,6.027e-05,1.133451327433628,9 days,2017-10-09,715 days
721,MTLBTC,2020-03-16,3.0374e-05,2020-03-29,6.634e-05,1.1841048264963456,13 days,2017-10-09,889 days
722,MTLBTC,2021-03-11,2.3372e-05,2021-04-03,0.00011898,4.090706828683896,23 days,2017-10-09,1249 days
723,MTLUSDT,2019-09-24,0.2424,2019-10-03,0.4955,1.044141914191419,9 days,2019-08-23,32 days
724,MTLUSDT,2020-03-12,0.1545,2020-03-29,0.3896,1.5216828478964401,17 days,2019-08-23,202 days
725,MTLUSDT,2021-01-27,0.39505999999999997,2021-04-04,6.8789,16.412291803776643,67 days,2019-08-23,523 days
726,MTLUSDT,2021-07-20,1.3946800000000001,2021-08-15,3.1547,1.2619525625950037,26 days,2019-08-23,697 days
