,market,start,base_price,end,last_price,increase,pump_length,date_listing,pump_to_listing
1193,XLMBTC,2017-12-10,8.518e-06,2018-01-03,5.963e-05,6.000469593801362,24 days,2017-12-08,2 days
1194,XLMBTC,2020-11-18,4.732e-06,2020-11-27,1.207e-05,1.5507185122569738,9 days,2017-12-08,1076 days
1195,XLMBTC,2021-01-02,4.242e-06,2021-01-06,9.21e-06,1.171145685997171,4 days,2017-12-08,1121 days
1196,XLMUSDT,2020-11-10,0.079856,2020-11-27,0.20699,1.5920406732117816,17 days,2018-05-31,894 days
1197,XLMUSDT,2020-12-23,0.127554,2021-01-06,0.33938,1.6606770465841918,14 days,2018-05-31,937 days
1198,XLMUSDT,2021-01-27,0.261188,2021-02-13,0.56456,1.1615081856746865,17 days,2018-05-31,972 days
1199,XRPBTC,2017-12-07,1.4764e-05,2018-01-03,0.0001828,11.381468436738011,27 days,2017-11-02,35 days
1200,XRPBTC,2018-09-11,4.259e-05,2018-09-30,8.791e-05,1.0640995538858888,19 days,2017-11-02,313 days
1201,XRPBTC,2020-11-12,1.6296e-05,2020-11-24,3.621e-05,1.2220176730486008,12 days,2017-11-02,1106 days
1202,XRPBTC,2021-03-24,9.628e-06,2021-04-14,2.914e-05,2.0265891150810136,21 days,2017-11-02,1238 days
1203,XRPUSDT,2018-09-11,0.26994,2018-09-30,0.58257,1.158146254723272,19 days,2018-05-04,130 days
1204,XRPUSDT,2020-11-07,0.25185,2020-11-24,0.694,1.755608497121302,17 days,2018-05-04,918 days
1205,XRPUSDT,2021-01-27,0.26547,2021-02-13,0.63309,1.3847892417222287,17 days,2018-05-04,999 days
1206,XRPUSDT,2021-03-24,0.523988,2021-04-14,1.83468,2.501377894150248,21 days,2018-05-04,1055 days
1207,XTZBTC,2019-10-29,9e-05,2019-12-12,0.0002441,1.712222222222222,44 days,2019-09-24,35 days
1208,XTZBTC,2020-01-28,0.00016944,2020-02-20,0.000377,1.2249763928234183,23 days,2019-09-24,126 days
1209,XTZBTC,2021-08-18,7.56e-05,2021-10-03,0.0001808,1.3915343915343918,46 days,2019-09-24,694 days
1210,XTZUSDT,2020-01-25,1.52266,2020-02-20,3.6124,1.3724271997688255,26 days,2019-09-24,123 days
1211,XVGUSDT,2023-06-15,0.0014348,2023-07-07,0.008413,4.863534987454698,22 days,2021-06-06,739 days
1212,XVSBTC,2021-01-09,0.00011104000000000001,2021-02-19,0.0016475,13.83699567723343,41 days,2020-10-06,95 days
1213,XVSBTC,2021-04-03,0.00093516,2021-05-14,0.0025066,1.680396937422473,41 days,2020-10-06,179 days
1214,XVSUSDT,2020-11-04,2.3166,2020-11-16,5.093,1.198480531813865,12 days,2020-10-06,29 days
1215,XVSUSDT,2021-01-17,4.1592,2021-02-19,91.975,21.113627620696285,33 days,2020-10-06,103 days
1216,XVSUSDT,2021-03-25,41.242200000000004,2021-05-09,139.086,2.3724195120531886,45 days,2020-10-06,170 days
1217,XVSUSDT,2021-07-20,15.387,2021-08-15,37.984,1.4685773705075713,26 days,2020-10-06,287 days
1218,YFIBTC,2020-08-14,0.453996,2020-09-12,4.14,8.119023075093171,29 days,2020-08-10,4 days
1219,YFIBTC,2020-11-05,0.626294,2020-12-02,1.57816,1.5198389254886682,27 days,2020-08-10,87 days
1220,YFIBTC,2023-11-02,0.16348,2023-11-17,0.397,1.4284316124296552,15 days,2020-08-10,1179 days
1221,YFIUSDT,2020-08-14,5373.882,2020-09-12,43194.4,7.037839312437454,29 days,2020-08-10,4 days
1222,YFIUSDT,2020-11-04,8833.618,2020-12-02,30306.2,2.4307800042972203,28 days,2020-08-10,86 days
1223,YFIUSDT,2023-10-28,5676.2,2023-11-17,14544.0,1.5622775800711743,20 days,2020-08-10,1174 days
1224,YGGBTC,2022-06-12,1.7974e-05,2022-07-01,3.799e-05,1.113608545677089,19 days,2021-09-24,261 days
1225,YGGBTC,2023-07-22,5.232e-06,2023-08-06,1.874e-05,2.581804281345566,15 days,2021-09-24,666 days
1226,YGGUSDT,2022-06-18,0.37484,2022-07-19,0.8723,1.3271262405292923,31 days,2021-09-24,267 days
1227,YGGUSDT,2023-07-22,0.15411999999999998,2023-08-06,0.5449,2.535556709057878,15 days,2021-09-24,666 days
1228,ZENBTC,2020-11-20,0.00034774,2020-11-28,0.0008382,1.4104215793408872,8 days,2018-05-23,912 days
1229,ZENBTC,2021-01-08,0.00036698,2021-02-18,0.0015707,3.280069758569949,41 days,2018-05-23,961 days
1230,ZENBTC,2021-04-03,0.0009835,2021-05-29,0.0035098,2.5686832740213523,56 days,2018-05-23,1046 days
1231,ZENUSDT,2020-11-12,6.038,2020-11-30,15.054,1.4932096720768466,18 days,2020-07-06,129 days
1232,ZENUSDT,2020-12-23,10.186,2021-02-18,81.012,6.953269193010013,57 days,2020-07-06,170 days
1233,ZENUSDT,2021-03-31,52.798,2021-05-14,148.29,1.8086291147391944,44 days,2020-07-06,268 days
1234,ZILBTC,2018-04-06,5.802e-06,2018-05-09,2.15e-05,2.7056187521544297,33 days,2018-03-05,32 days
1235,ZILBTC,2020-05-07,7.36e-07,2020-06-10,2.77e-06,2.7635869565217397,34 days,2018-03-05,794 days
1236,ZILBTC,2022-03-14,1.004e-06,2022-04-01,3.98e-06,2.9641434262948207,18 days,2018-03-05,1470 days
1237,ZILUSDT,2020-04-20,0.0041600000000000005,2020-06-10,0.0273,5.562499999999999,51 days,2019-02-19,426 days
1238,ZILUSDT,2020-12-11,0.031170000000000003,2020-12-28,0.0893,1.8649342316329802,17 days,2019-02-19,661 days
1239,ZILUSDT,2021-01-27,0.066108,2021-02-19,0.14922,1.2572154656017425,23 days,2019-02-19,708 days
1240,ZILUSDT,2022-03-13,0.03959,2022-04-01,0.18452,3.6607729224551657,19 days,2019-02-19,1118 days
1241,ZRXBTC,2017-12-11,1.486e-05,2018-01-27,0.000184,11.382234185733513,47 days,2017-09-13,89 days
1242,ZRXBTC,2021-01-21,1.576e-05,2021-02-05,4.149e-05,1.632614213197969,15 days,2017-09-13,1226 days
1243,ZRXUSDT,2020-04-23,0.18495999999999999,2020-05-09,0.4226,1.284818339100346,16 days,2019-02-28,420 days
1244,ZRXUSDT,2021-01-21,0.5146400000000001,2021-02-13,1.8912,2.674801803202238,23 days,2019-02-28,693 days
1245,ZRXUSDT,2023-10-28,0.26006,2023-11-15,0.5254,1.0203030069983847,18 days,2019-02-28,1703 days
